,Make,Brændstoftype,Gearkasse,Model,Kilometer,Årgang,Hestekræfter,Antal døre,Antal gear,Km/l,0 - 100 km/t,Tophastighed,Vægt,Grøn Ejerafgift,Nypris,Pris
9161,BMW,Diesel,Automatisk,X1,71000,2017,150,5,8,23.3,9.2,205.0,1.445,3.02,348400.0,265000
17118,Peugeot,Diesel,Manuel,208,15000,2017,100,5,5,33.3,10.7,187.0,1.265,1.18,139992.0,119900
6755,Peugeot,Diesel,Automatisk,308,197000,2017,120,5,6,26.3,9.9,194.0,1.495,2.18,331990.0,119900
4467,VW,Benzin,Manuel,Golf,104000,2017,150,5,6,19.2,8.2,216.0,1.258,1.28,255141.0,179900
3249,Ford,Diesel,Manuel,Fiesta,97000,2017,95,5,5,31.3,12.9,178.0,1.117,1.22,173612.0,84900
8034,BMW,Diesel,Automatisk,X5,50000,2017,381,5,8,12.8,5.3,250.0,2.265,10.32,1764100.0,949900
2787,VW,Benzin,Automatisk,Passat,72000,2017,218,5,6,30.1,7.6,225.0,1.635,660.0,537688.0,299980
13100,BMW,Diesel,Automatisk,220d,58000,2017,190,5,8,23.3,7.5,225.0,1.405,3.02,488698.0,239900
317,Skoda,Benzin,Manuel,Rapid,96000,2017,90,5,5,21.3,11.3,186.0,1.165,660.0,172002.0,114900
3872,Volvo,Diesel,Automatisk,V90,127000,2017,190,5,8,22.2,8.5,225.0,1.633,3.88,651100.0,339900
18269,Volvo,Diesel,Automatisk,V60,52000,2017,190,5,8,21.7,7.8,210.0,1.568,3.88,657000.0,359880
17125,Kia,Diesel,Automatisk,Sportage,53000,2017,141,5,7,20.4,11.5,185.0,1.41,4.68,258394.0,149000
19558,Audi,Benzin,Automatisk,A3,24000,2017,204,5,6,33.8,7.6,222.0,1.515,660.0,481788.0,279800
2710,Peugeot,Benzin,Manuel,2008,23000,2017,82,5,5,20.4,13.5,169.0,1.215,1.16,194990.0,144700
1419,Volvo,Benzin,Automatisk,V90,31000,2017,254,5,8,13.5,7.4,230.0,1.747,3.74,914100.0,545000
8578,Peugeot,Diesel,Automatisk,308,140000,2017,120,5,6,26.3,9.9,194.0,1.495,2.18,210502.0,1495
18678,Volvo,Diesel,Automatisk,XC90,43000,2017,235,5,8,17.5,7.8,220.0,1.929,5.54,1175363.0,6999
3253,BMW,Diesel,Automatisk,320d,94000,2017,190,5,8,23.3,7.7,226.0,1.57,3.52,604310.0,299900
2709,Citroën,Diesel,Manuel,C3,67000,2017,75,5,5,31.3,14.1,174.0,1.065,1.22,157990.0,94800
18279,VW,Benzin,Automatisk,Golf,48000,2017,204,5,6,35.1,7.6,222.0,1.515,660.0,307688.0,274800
11344,Peugeot,Benzin,Manuel,308,50000,2017,110,5,5,21.3,11.6,188.0,1.366,1.16,234991.0,157000
18394,VW,Benzin,Automatisk,Golf,32000,2017,125,5,7,19.6,9.1,204.0,1.27,1.28,263545.0,214900
13151,Audi,Diesel,Automatisk,A4,51000,2017,150,4,7,24.4,8.7,219.0,1.54,3.02,465958.0,309900
18683,Volvo,Diesel,Automatisk,XC60,51000,2017,235,5,8,18.2,7.2,220.0,1.779,6.04,865013.0,4999
2793,Opel,Diesel,Manuel,Astra,145000,2017,136,5,6,25.6,10.1,200.0,1.503,2.18,271167.0,144900
1051,Land,Benzin,Automatisk,Rover,50000,2017,550,5,8,7.81,4.7,260.0,2.333,11.02,2424593.0,1499900
1052,Land,Benzin,Automatisk,Rover,50000,2017,550,5,8,7.81,4.7,260.0,2.333,11.02,2424593.0,10521
18311,Volvo,Diesel,Automatisk,XC60,80000,2017,190,5,8,21.3,8.1,210.0,1.628,3.88,664985.0,419880
13142,Citroën,Diesel,Manuel,Grand,64000,2017,120,5,6,25.0,13.6,189.0,1.625,2.18,289883.0,194900
9164,Audi,Benzin,Automatisk,A3,24000,2017,204,5,6,33.8,7.6,222.0,1.515,860.0,481788.0,324900
4496,Peugeot,Benzin,Manuel,3008,19000,2017,130,5,6,20.0,10.6,188.0,1.446,1.16,316989.0,251000
10790,Audi,Benzin,Automatisk,RS6,63000,2017,605,5,8,10.4,3.7,305.0,2.025,6.82,2040593.0,5995
8574,Audi,Diesel,Automatisk,A4,94000,2017,150,5,7,23.8,9.0,213.0,1.6,3.02,494965.0,284900
322,Toyota,Benzin,Automatisk,Yaris,35000,2017,100,5,1,27.8,11.8,165.0,1.06,1.0,196989.0,153800
17101,Citroën,Diesel,Manuel,C4,97000,2017,100,5,5,32.3,10.7,184.0,1.07,1.18,169991.0,119900
7814,Renault,Diesel,Manuel,Grand,80000,2017,130,5,6,21.7,11.1,184.0,1.515,4.38,355295.0,219500
18282,Peugeot,Benzin,Automatisk,3008,36000,2017,130,5,6,18.9,10.1,188.0,1.463,1.78,351990.0,273000
2703,VW,Benzin,Automatisk,Passat,156000,2017,218,5,6,31.6,7.6,225.0,1.635,660.0,537688.0,258900
17106,Audi,Diesel,Automatisk,Q5,58000,2017,190,5,7,20.0,7.9,218.0,1.845,4.68,689733.0,3215
3862,Volvo,Benzin,Automatisk,V90,87000,2017,254,5,8,14.7,7.0,230.0,1.631,3.14,681100.0,399900
17108,BMW,Benzin,Manuel,118i,59000,2017,136,5,6,20.0,8.5,210.0,1.38,660.0,334600.0,209800
7769,BMW,Diesel,Automatisk,320d,152000,2017,190,5,8,24.4,7.4,226.0,1.475,3.02,571608.0,229500
6873,Nissan,Diesel,Automatisk,X-Trail,80000,2017,130,5,1,18.9,11.4,180.0,1.54,4.68,474790.0,265000
9495,Audi,Benzin,Automatisk,A3,50000,2017,150,4,7,20.8,8.2,224.0,1.22,660.0,330631.0,249900
17337,Hyundai,Benzin,Manuel,i30,54000,2017,120,5,6,20.0,11.1,190.0,1.342,1.16,226067.0,159700
4302,Peugeot,Diesel,Manuel,Partner,81000,2017,100,5,5,23.8,12.4,163.0,1.52,3.02,162582.0,74900
1527,VW,Diesel,Automatisk,Golf,99000,2017,150,5,6,21.3,9.2,210.0,1.492,4.38,378598.0,219700
2994,BMW,Diesel,Automatisk,118d,51000,2017,150,5,8,26.3,8.1,212.0,1.45,2.18,353000.0,254900
4342,VW,Diesel,Automatisk,Touran,137000,2017,150,5,6,21.3,9.3,208.0,1.471,3.88,279217.0,199800
19635,Ford,Diesel,Automatisk,Mondeo,101000,2017,180,5,6,20.4,8.7,218.0,1.509,4.68,507093.0,244900
19656,Nissan,Benzin,Manuel,Qashqai,72000,2017,115,5,6,17.9,10.6,185.0,1.318,1.88,243990.0,157800
2987,Mercedes,Diesel,Automatisk,E220,182000,2017,194,4,9,25.0,7.3,240.0,1.68,2.18,624083.0,265000
12717,Renault,Diesel,Manuel,Clio,56000,2017,90,5,5,31.3,12.0,180.0,1.157,1.22,180139.0,104800
9710,Seat,Benzin,Manuel,Ateca,89000,2017,150,5,6,18.5,8.5,201.0,1.249,1.28,371900.0,269500
3950,Opel,Benzin,Manuel,Karl,30000,2017,75,5,5,24.4,13.9,170.0,939.0,1.08,106922.0,85000
355,Peugeot,Benzin,Manuel,3008,33000,2017,130,5,6,19.6,10.6,188.0,1.446,1.78,291988.0,228000
3960,Renault,Diesel,Manuel,Captur,49000,2017,90,5,5,27.0,13.1,171.0,1.175,3.26,209179.0,129900
6968,Land,Diesel,Automatisk,Rover,46000,2017,339,5,8,11.9,6.9,210.0,2.398,10.64,1664093.0,5995
12588,VW,Diesel,Automatisk,Tiguan,185000,2017,150,5,7,20.8,9.3,202.0,1.515,3.88,393993.0,289900
12721,Nissan,Benzin,Manuel,X-Trail,37000,2017,163,5,6,15.6,9.7,200.0,1.405,2.52,383988.0,229900
3978,BMW,Diesel,Automatisk,520d,171000,2017,190,4,8,24.4,7.5,235.0,1.535,3.52,636300.0,329900
9715,Renault,Benzin,Manuel,Scenic,95000,2017,130,5,6,17.2,11.4,195.0,1.405,1.88,281943.0,169500
7836,Peugeot,Diesel,Manuel,308,40000,2017,120,5,6,31.3,10.1,194.0,1.437,1.22,244988.0,156000
17306,Peugeot,Diesel,Manuel,308,139000,2017,120,5,6,31.3,10.1,194.0,1.275,1.22,270990.0,129900
4310,Audi,Diesel,Automatisk,A5,68000,2017,190,2,7,23.8,7.7,238.0,1.465,3.02,635183.0,399900
17395,Seat,Benzin,Manuel,Leon,41000,2017,150,5,6,20.4,8.0,215.0,1.141,660.0,262900.0,194900
12727,Audi,Benzin,Automatisk,Q3,47000,2017,150,5,6,17.2,8.9,204.0,1.38,1.88,426370.0,319980
2915,Ford,Diesel,Manuel,Fiesta,97000,2017,95,5,5,31.3,12.9,178.0,1.117,1.22,173612.0,99900
442,Peugeot,Benzin,Manuel,2008,21000,2017,110,5,5,22.7,9.9,188.0,1.275,1.08,244990.0,166000
19629,VW,Diesel,Automatisk,Passat,101000,2017,190,5,6,21.7,7.9,233.0,1.581,4.38,518838.0,309900
9152,Mercedes,Benzin,Automatisk,GLC63,75000,2017,510,5,9,9.3,3.8,250.0,2.01,8.02,1144504.0,799900
17423,Seat,Benzin,Automatisk,Leon,75000,2017,150,5,7,20.8,8.0,215.0,1.241,660.0,260400.0,184900
2163,BMW,Diesel,Automatisk,320d,121000,2017,190,5,8,24.4,7.4,226.0,1.475,3.02,571608.0,214900
2949,Mitsubishi,Benzin,Manuel,Space,48000,2017,80,5,5,23.3,11.7,180.0,935.0,660.0,137500.0,64900
4331,Peugeot,Benzin,Manuel,2008,52000,2017,82,5,5,20.4,13.5,169.0,1.215,1.16,224990.0,140000
19932,VW,Benzin,Automatisk,Passat,93000,2017,220,5,6,15.6,6.9,244.0,1.55,3.02,500798.0,349900
17329,Hyundai,Benzin,Automatisk,i30,70000,2017,140,5,7,18.2,9.2,205.0,1.388,1.28,264839.0,174900
436,Mercedes,Diesel,Automatisk,C220,36000,2017,170,5,9,21.3,7.5,231.0,1.615,4.38,520286.0,3499
17406,Renault,Diesel,Automatisk,Captur,45000,2017,90,5,6,26.3,13.5,170.0,1.18,2.18,217300.0,159800
12660,VW,Diesel,Automatisk,Tiguan,82000,2017,150,5,7,20.8,9.3,202.0,1.515,3.88,393993.0,299800
17327,BMW,El,Automatisk,i3,16000,2017,170,5,1,69.7,7.3,150.0,1.22,660.0,302901.0,199900
17330,Audi,Benzin,Automatisk,A3,56000,2017,204,5,6,33.8,7.6,222.0,1.515,660.0,481788.0,289900
11435,VW,Diesel,Automatisk,Tiguan,103000,2017,150,5,7,20.8,9.3,202.0,1.515,3.88,393993.0,309900
11440,VW,Benzin,Automatisk,Golf,7000,2017,150,5,7,19.2,8.2,216.0,1.28,1.28,295841.0,264700
7014,Mercedes,Benzin,Automatisk,GLE43,65000,2017,367,5,9,11.6,5.7,250.0,2.18,6.08,1336095.0,4661
4334,Renault,Benzin,Manuel,Clio,42000,2017,90,5,5,21.7,12.2,182.0,1.063,1.16,176738.0,114900
7015,Mercedes,Benzin,Automatisk,GLE43,65000,2017,367,5,9,11.6,5.7,250.0,2.18,6.08,1336095.0,824800
19647,Honda,Benzin,Manuel,Jazz,52000,2017,102,5,6,19.6,11.2,190.0,1.066,1.78,189000.0,129700
19929,BMW,Diesel,Automatisk,530d,100000,2017,265,5,8,18.9,5.6,250.0,1.775,5.18,810195.0,539900
11434,Ford,Benzin,Manuel,Fiesta,56000,2017,125,5,5,23.3,9.4,196.0,954.0,660.0,173249.0,109900
17323,Peugeot,Benzin,Automatisk,3008,39000,2017,130,5,6,18.8,10.1,188.0,1.463,1.78,351990.0,273000
12700,Audi,Diesel,Automatisk,Q5,60000,2017,190,5,7,20.4,7.9,218.0,1.745,4.68,653810.0,3195
12701,VW,Diesel,Automatisk,Golf,112000,2017,115,5,7,25.0,10.7,200.0,1.395,3.26,319998.0,207800
3821,Volvo,Diesel,Manuel,S60,135000,2017,150,4,6,25.6,9.0,215.0,1.454,2.18,492000.0,209900
1239,Renault,Diesel,Automatisk,Kadjar,45000,2017,110,5,6,26.3,11.7,181.0,1.382,2.18,296265.0,2129
11431,BMW,Diesel,Automatisk,520d,114000,2017,190,5,8,23.3,7.8,225.0,1.635,3.02,715565.0,399900
7718,Kia,Diesel,Manuel,Ceed,57000,2017,136,5,6,25.6,10.5,194.0,1.332,2.18,248225.0,169900
9713,Skoda,Diesel,Automatisk,Octavia,95000,2017,150,5,6,22.7,8.7,213.0,1.458,3.02,332890.0,179800
7835,VW,Diesel,Manuel,Caddy,22000,2017,102,4,5,24.4,12.9,172.0,1.492,3.02,164607.0,119800
183,VW,Diesel,Automatisk,Tiguan,145000,2017,150,5,7,20.8,9.3,202.0,1.515,3.88,393993.0,279900
19625,Citroën,Diesel,Manuel,Grand,121000,2017,120,5,6,25.0,13.6,189.0,1.625,2.18,289883.0,164900
6989,Peugeot,Benzin,Manuel,2008,39000,2017,110,5,5,22.7,9.9,188.0,1.275,1.08,204991.0,169900
7833,Audi,Diesel,Manuel,A4,132000,2017,150,5,6,25.0,9.2,215.0,1.45,2.18,441465.0,234900
17341,Audi,Benzin,Automatisk,A3,27000,2017,204,5,6,33.8,7.6,222.0,1.515,660.0,481788.0,319800
6979,Renault,Benzin,Manuel,Clio,38000,2017,90,5,5,21.7,12.2,182.0,1.063,1.16,176738.0,114000
12662,Audi,Diesel,Automatisk,A6,89000,2017,190,5,7,22.7,8.5,226.0,1.8,3.52,607853.0,384800
12639,Kia,Diesel,Automatisk,Optima,78000,2017,141,5,7,21.7,11.1,200.0,1.635,3.88,424998.0,209900
7023,Ford,Benzin,Manuel,Mondeo,97000,2017,160,5,5,17.2,9.2,222.0,1.385,1.88,411308.0,199900
1524,Renault,Benzin,Manuel,Captur,30000,2017,90,5,5,19.6,13.0,171.0,1.148,1.78,194601.0,145000
2914,Suzuki,Benzin,Manuel,Swift,54000,2017,90,5,5,25.0,11.9,180.0,925.0,660.0,164991.0,119900
454,VW,Benzin,Automatisk,Golf,65000,2017,150,5,7,19.6,8.6,218.0,1.357,1.78,305725.0,234900
19928,Citroën,Diesel,Manuel,Grand,80000,2017,120,5,6,25.0,13.6,189.0,1.625,2.18,289883.0,199900
2158,Nissan,Benzin,Automatisk,Qashqai,108000,2017,115,5,1,17.2,12.9,173.0,1.332,1.88,363863.0,219900
8619,Fiat,Diesel,Manuel,Tipo,34000,2017,95,5,5,27.0,12.0,180.0,1.265,2.18,206943.0,134990
3230,Volvo,Diesel,Automatisk,V90,47000,2017,235,5,8,20.4,7.2,240.0,1.717,4.68,862100.0,559800
19634,Ford,Diesel,Automatisk,Mondeo,101000,2017,180,5,6,20.4,8.7,218.0,1.509,4.68,507093.0,1649
17244,Hyundai,Diesel,Manuel,i30,59000,2017,110,5,6,27.0,11.0,190.0,1.411,2.18,224567.0,144700
12774,Renault,Diesel,Manuel,Megane,70000,2017,110,5,6,28.6,11.6,188.0,1.287,1.22,242147.0,142900
12667,BMW,Diesel,Automatisk,X1,76000,2017,150,5,8,23.3,9.2,205.0,1.445,3.02,348400.0,280000
2172,Citroën,Diesel,Manuel,C3,156000,2017,100,5,5,27.0,11.5,175.0,1.178,3.26,204990.0,109900
3231,Volvo,Diesel,Automatisk,V90,47000,2017,235,5,8,20.4,7.2,240.0,1.717,4.68,862100.0,2987
3920,Suzuki,Benzin,Manuel,Swift,27000,2017,90,5,5,23.3,11.9,180.0,915.0,1.08,129990.0,118900
2913,BMW,Benzin,Automatisk,X3,50000,2017,360,5,8,12.2,4.8,250.0,1.885,5.46,1128500.0,4999
10899,Audi,Diesel,Automatisk,A6,215000,2017,190,5,7,22.7,8.5,226.0,1.8,3.02,607853.0,229900
12597,Jaguar,Diesel,Automatisk,F-Pace,45000,2017,300,5,8,16.7,6.2,241.0,1.884,6.88,1147900.0,4495
3206,Skoda,Diesel,Manuel,Superb,161000,2017,120,5,6,23.8,11.0,204.0,1.385,3.02,383000.0,164900
17240,Hyundai,Diesel,Manuel,i30,49000,2017,110,5,6,26.3,11.0,190.0,1.411,2.18,240095.0,164700
4365,VW,Diesel,Automatisk,Touran,150000,2017,115,5,7,23.3,11.9,187.0,1.56,3.02,247086.0,199800
3219,Audi,Diesel,Automatisk,A6,129000,2017,190,5,7,22.7,8.5,226.0,1.8,3.52,607853.0,329800
12916,Kia,Benzin,Manuel,Rio,89000,2017,84,5,5,21.3,12.9,170.0,997.0,660.0,148352.0,94880
11219,Toyota,Benzin,Automatisk,Yaris,23000,2017,100,5,1,30.3,11.8,165.0,1.06,920.0,186989.0,139900
3233,Audi,Diesel,Automatisk,Q7,105000,2017,218,5,8,18.2,7.1,216.0,2.07,5.54,1102598.0,619900
1434,Mercedes,Benzin,Automatisk,GLE43,45000,2017,367,5,9,11.2,5.7,250.0,2.24,5.58,898576.0,629900
19637,VW,Benzin,Manuel,Golf,34000,2017,125,5,6,18.5,9.5,205.0,1.216,1.78,258273.0,209500
11411,Honda,Benzin,Manuel,Jazz,93000,2017,102,5,6,19.6,11.2,190.0,1.073,1.28,182999.0,109900
18645,Skoda,Diesel,Automatisk,Octavia,110000,2017,150,5,6,22.7,8.7,213.0,1.458,3.02,332890.0,209800
19603,Ford,Diesel,Manuel,Fiesta,64000,2017,95,5,5,31.3,12.9,178.0,1.117,1.22,119325.0,59900
9149,Peugeot,Diesel,Manuel,308,47000,2017,120,5,6,31.3,10.1,194.0,1.437,1.22,244988.0,153000
1247,BMW,Diesel,Automatisk,318d,103000,2017,150,5,8,24.4,8.8,210.0,1.495,3.02,533613.0,227000
4349,VW,Diesel,Automatisk,Touran,149000,2017,150,5,6,21.3,9.3,208.0,1.471,3.88,279217.0,179800
18646,Hyundai,Diesel,Manuel,i30,91000,2017,110,5,6,26.3,11.0,190.0,1.411,2.18,262295.0,154800
7995,VW,Diesel,Automatisk,Passat,150000,2017,190,5,6,21.7,7.9,233.0,1.581,3.88,518838.0,279800
18412,Suzuki,Benzin,Manuel,Vitara,59000,2017,120,5,5,17.9,12.5,180.0,1.235,1.88,231992.0,169900
12615,Peugeot,Diesel,Automatisk,508,84000,2017,180,5,6,22.7,8.6,226.0,1.76,3.02,502990.0,1900
12614,Peugeot,Diesel,Automatisk,508,84000,2017,180,5,6,22.7,8.6,226.0,1.76,3.02,502990.0,259900
12736,Ford,Diesel,Manuel,Kuga,116000,2017,120,5,6,22.7,12.7,174.0,1.605,3.52,372450.0,199900
12611,VW,Diesel,Automatisk,Tiguan,40000,2017,190,5,7,17.5,7.9,212.0,1.673,6.04,513493.0,2328
17262,Mercedes,Benzin,Automatisk,C63,76000,2017,476,5,7,11.9,4.2,250.0,1.785,5.46,1425898.0,3617
17261,Mercedes,Benzin,Automatisk,C63,76000,2017,476,5,7,11.9,4.2,250.0,1.785,5.46,1425898.0,889500
19604,Mercedes,Benzin,Automatisk,E63,41000,2017,612,4,9,12.1,3.4,250.0,1.95,4.96,2196393.0,6585
17358,Toyota,Benzin,Manuel,Auris,87000,2017,99,5,6,18.2,12.6,175.0,1.125,1.28,212717.0,139900
12553,Skoda,Benzin,Manuel,Citigo,22000,2017,60,3,5,24.4,14.4,162.0,934.0,660.0,84996.0,64900
10879,Maserati,Diesel,Automatisk,Levante,46000,2017,275,5,8,13.9,6.9,230.0,2.205,8.94,1323000.0,4882
3961,Peugeot,Benzin,Manuel,108,51000,2017,69,5,5,26.3,14.3,157.0,860.0,660.0,93991.0,65000
18437,BMW,Benzin,Automatisk,530i,60000,2017,252,5,8,16.4,6.5,250.0,1.615,2.52,492660.0,440000
7830,Audi,Diesel,Automatisk,A4,48000,2017,190,4,7,24.4,7.7,237.0,1.555,3.02,489358.0,319900
4357,Ford,Diesel,Automatisk,Mondeo,158000,2017,180,5,6,20.8,8.7,218.0,1.609,3.88,327619.0,149900
10892,Audi,Diesel,Automatisk,Q5,56000,2017,190,5,7,20.0,7.9,218.0,1.845,4.68,689733.0,4999
1528,Renault,Diesel,Automatisk,Espace,117000,2017,160,5,6,21.7,9.7,202.0,1.735,3.88,530195.0,289800
2984,BMW,Diesel,Automatisk,X3,81000,2017,190,5,8,20.0,8.0,213.0,1.825,5.18,822000.0,4999
9402,VW,Diesel,Automatisk,Passat,120000,2017,150,4,6,22.7,8.7,218.0,1.501,3.02,440998.0,227000
3967,Ford,Benzin,Manuel,C-MAX,32000,2017,125,5,6,19.6,11.4,187.0,1.391,1.28,272588.0,179900
4359,VW,Diesel,Automatisk,Touran,116000,2017,115,5,7,23.3,11.9,187.0,1.56,3.02,247086.0,199800
8621,Peugeot,Diesel,Automatisk,Partner,101000,2017,100,5,6,24.4,14.3,168.0,1.565,3.02,160643.0,70000
9528,Mercedes,Benzin,Automatisk,E300,113000,2017,245,4,9,15.9,6.2,250.0,1.655,3.02,662695.0,447000
12690,Skoda,Benzin,Automatisk,Fabia,77000,2017,110,5,7,21.3,9.6,199.0,1.078,660.0,201000.0,149900
3977,VW,Diesel,Automatisk,Touran,74000,2018,115,5,7,23.3,11.9,187.0,1.56,3.52,314813.0,249900
18202,VW,Benzin,Manuel,Golf,69000,2018,85,5,5,20.8,11.9,180.0,1.127,660.0,209996.0,154900
17976,Volvo,Diesel,Automatisk,V90,144000,2018,235,5,8,17.9,7.5,225.0,1.781,5.54,783003.0,449900
9530,Volvo,Diesel,Automatisk,XC60,93000,2018,190,5,8,19.6,8.4,205.0,1.736,5.18,688508.0,469900
15762,VW,Benzin,Automatisk,Golf,45000,2018,204,5,6,35.1,7.6,222.0,1.515,860.0,318698.0,274800
1703,VW,Benzin,Manuel,UP!,57000,2018,60,5,5,24.4,14.4,162.0,934.0,1.08,115595.0,89900
19106,Ford,Diesel,Automatisk,Ranger,33000,2018,200,4,6,11.4,10.4,175.0,2.001,11.48,364203.0,319900
613,Opel,Benzin,Automatisk,Insignia,50000,2018,165,5,6,16.4,9.4,218.0,1.372,3.02,350001.0,2545
2575,BMW,Diesel,Automatisk,X1,124000,2018,150,5,8,23.3,9.2,205.0,1.445,3.02,348400.0,249900
18335,VW,Benzin,Manuel,Golf,61000,2018,85,5,5,20.8,11.9,180.0,1.127,660.0,209996.0,148700
18447,VW,Benzin,Manuel,Golf,60000,2018,125,5,6,19.2,9.1,204.0,1.168,1.28,246261.0,179900
18333,BMW,Benzin,Automatisk,118i,43000,2018,136,5,8,20.0,8.7,210.0,1.395,1.16,316924.0,249800
17980,Skoda,Benzin,Automatisk,Octavia,129000,2018,150,5,7,20.0,8.3,216.0,1.191,660.0,289000.0,209700
17981,BMW,El,Automatisk,i3,11000,2018,170,5,1,69.7,7.3,150.0,1.22,660.0,302901.0,209900
4031,Opel,Benzin,Manuel,Astra,85000,2018,105,5,5,22.2,11.7,195.0,1.188,1.08,215001.0,144900
18332,Suzuki,Benzin,Manuel,Baleno,14000,2018,90,5,5,23.8,12.3,180.0,840.0,1.08,146009.0,114900
17975,VW,Benzin,Automatisk,Golf,56000,2018,125,5,7,19.6,9.1,204.0,1.27,1.28,263545.0,204800
3854,VW,Benzin,Automatisk,Golf,39000,2018,204,5,6,35.1,7.6,222.0,1.515,860.0,318698.0,279900
9267,VW,Diesel,Manuel,Touran,162000,2018,150,5,6,21.7,9.3,208.0,1.552,4.38,347998.0,199900
5293,Volvo,Diesel,Manuel,V40,45000,2018,120,5,6,29.4,10.5,190.0,1.292,2.22,299000.0,177700
15536,Renault,Diesel,Manuel,Clio,49000,2018,90,5,5,31.3,12.0,180.0,1.065,2.22,175897.0,109900
9467,VW,Benzin,Automatisk,Tiguan,46000,2018,150,5,6,14.1,9.2,200.0,1.498,4.24,509898.0,1700
9278,Renault,Diesel,Automatisk,Talisman,155000,2018,110,5,6,26.3,12.2,190.0,1.427,3.26,349900.0,169900
9466,VW,Benzin,Automatisk,Tiguan,46000,2018,150,5,6,14.1,9.2,200.0,1.498,4.24,509898.0,354900
3542,VW,Benzin,Automatisk,Passat,59000,2018,218,5,6,31.6,7.6,225.0,1.635,920.0,449193.0,329900
15553,Kia,Benzin,Manuel,Picanto,79000,2018,67,5,5,25.6,14.3,161.0,830.0,1.0,133531.0,109900
18438,Nissan,Benzin,Automatisk,Qashqai,17000,2018,160,5,7,19.0,9.9,198.0,1.315,1.78,361209.0,339900
4053,BMW,El,Automatisk,i3,7000,2018,170,5,1,53.8,8.1,150.0,1.34,660.0,372799.0,239900
5175,Hyundai,Benzin,Manuel,Kona,28000,2018,120,5,6,19.2,12.0,181.0,1.233,1.78,221998.0,179900
19112,Skoda,Benzin,Manuel,Fabia,34000,2018,75,5,5,20.4,14.9,175.0,979.0,1.16,139001.0,134775
9455,VW,Benzin,Automatisk,Golf,41000,2018,130,5,7,20.8,9.1,210.0,1.222,1.16,271995.0,219900
19062,Subaru,Benzin,Automatisk,XV,56000,2018,150,5,6,14.5,10.4,197.0,1.477,3.64,379900.0,284800
18379,Audi,Diesel,Automatisk,A3,57000,2018,150,5,7,22.7,8.1,218.0,1.315,3.02,346675.0,279900
17949,VW,Benzin,Manuel,UP!,58000,2018,60,5,5,24.4,14.4,162.0,934.0,660.0,115595.0,84900
1854,Audi,Diesel,Automatisk,Q5,40000,2018,190,5,7,20.0,7.9,218.0,1.845,5.18,690688.0,499900
3803,Volvo,Benzin,Automatisk,XC90,77000,2018,310,5,8,12.3,6.5,230.0,1.892,5.46,1228895.0,2695
18380,VW,Benzin,Automatisk,Touran,69000,2018,150,5,7,18.5,8.9,209.0,1.478,1.28,354997.0,294900
15825,VW,Benzin,Automatisk,Golf,47000,2018,150,5,7,20.0,8.3,216.0,1.202,660.0,303698.0,248880
9281,BMW,Diesel,Automatisk,X1,136000,2018,190,5,8,22.9,7.6,219.0,1.525,3.52,549168.0,369700
19115,Opel,Benzin,Manuel,Astra,55000,2018,150,5,6,20.4,8.9,215.0,1.437,1.16,245002.0,179900
5164,Kia,Benzin,Automatisk,Niro,37000,2018,141,5,6,42.1,10.8,172.0,1.48,780.0,278382.0,229700
3802,Volvo,Benzin,Automatisk,XC90,77000,2018,310,5,8,12.3,6.5,230.0,1.892,5.46,1228895.0,749900
18131,BMW,El,Automatisk,i3,40000,2018,170,5,1,76.6,7.3,150.0,1.22,660.0,302939.0,199000
19109,Volvo,Benzin,Automatisk,XC60,56000,2018,320,5,8,13.0,5.9,230.0,1.768,4.36,851705.0,3007
15346,VW,El,Automatisk,e-Golf,117000,2018,136,5,1,71.9,9.6,150.0,1.615,660.0,308695.0,149700
15556,BMW,El,Automatisk,i3,8000,2018,170,5,1,76.6,7.3,150.0,1.22,660.0,302939.0,224900
3805,Seat,Diesel,Automatisk,Leon,130000,2018,150,5,6,22.2,8.6,211.0,1.288,4.38,284054.0,199900
17968,Audi,Benzin,Automatisk,A3,38000,2018,204,5,6,33.8,7.6,222.0,1.515,860.0,394834.0,325000
18347,BMW,Benzin,Automatisk,118i,43000,2018,136,5,8,20.0,8.7,210.0,1.395,1.16,316924.0,249800
18112,Nissan,Benzin,Automatisk,Qashqai,40000,2018,115,5,1,17.9,12.9,173.0,1.332,2.38,356990.0,259900
17964,VW,Benzin,Automatisk,Golf,45000,2018,130,5,7,20.8,9.1,210.0,1.222,660.0,271995.0,219900
18141,BMW,El,Automatisk,i3,11000,2018,170,5,1,59.1,8.1,150.0,1.34,660.0,368608.0,214900
15531,BMW,Benzin,Automatisk,530i,36000,2018,252,4,8,18.2,6.2,250.0,1.515,1.78,662193.0,439880
18393,Skoda,Diesel,Automatisk,Superb,151000,2018,190,5,6,21.3,7.8,233.0,1.475,3.88,351276.0,199800
8710,VW,Benzin,Automatisk,Touran,49000,2018,150,5,7,18.5,8.9,209.0,1.478,1.28,354997.0,299900
10125,Audi,Diesel,Automatisk,A6,46000,2018,286,5,8,17.2,5.7,250.0,1.965,6.88,777015.0,6291
648,VW,Benzin,Automatisk,Polo,41000,2018,200,5,6,16.9,6.7,237.0,1.48,2.38,274998.0,249900
18358,VW,Diesel,Automatisk,Golf,72000,2018,115,5,7,25.0,10.7,200.0,1.395,2.18,293693.0,219800
